,index,name,base_name,Label Name,network,Full Component Name,hemisphere
60,61,17Networks_LH_SomMotA_14,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L
61,62,17Networks_LH_SomMotA_15,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L
62,63,17Networks_LH_SomMotA_16,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L
63,64,17Networks_LH_SomMotA_17,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L
64,65,17Networks_LH_SomMotA_18,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L
65,66,17Networks_LH_SomMotA_19,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L
66,67,17Networks_LH_SomMotA_20,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L
67,68,17Networks_LH_SomMotA_21,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L
68,69,17Networks_LH_SomMotA_22,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L
69,70,17Networks_LH_SomMotA_23,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L
70,71,17Networks_LH_SomMotA_24,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L
71,72,17Networks_LH_SomMotA_25,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L
72,73,17Networks_LH_SomMotA_26,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L
73,74,17Networks_LH_SomMotA_27,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L
74,75,17Networks_LH_SomMotA_28,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L
75,76,17Networks_LH_SomMotA_29,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L
76,77,17Networks_LH_SomMotA_30,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L
77,78,17Networks_LH_SomMotA_31,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L
78,79,17Networks_LH_SomMotA_32,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L
79,80,17Networks_LH_SomMotA_33,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L
80,81,17Networks_LH_SomMotA_34,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L
81,82,17Networks_LH_SomMotA_35,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L
82,83,17Networks_LH_SomMotA_36,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L
83,84,17Networks_LH_SomMotB_Cent_1,17networks_lh_sommotb_cent,17networks_lh_sommotb_cent,somatomotor B,central ,L
84,85,17Networks_LH_SomMotB_Cent_2,17networks_lh_sommotb_cent,17networks_lh_sommotb_cent,somatomotor B,central ,L
85,86,17Networks_LH_SomMotB_Cent_3,17networks_lh_sommotb_cent,17networks_lh_sommotb_cent,somatomotor B,central ,L
86,87,17Networks_LH_SomMotB_Cent_4,17networks_lh_sommotb_cent,17networks_lh_sommotb_cent,somatomotor B,central ,L
87,88,17Networks_LH_SomMotB_Cent_5,17networks_lh_sommotb_cent,17networks_lh_sommotb_cent,somatomotor B,central ,L
88,89,17Networks_LH_SomMotB_Cent_6,17networks_lh_sommotb_cent,17networks_lh_sommotb_cent,somatomotor B,central ,L
89,90,17Networks_LH_SomMotB_Cent_7,17networks_lh_sommotb_cent,17networks_lh_sommotb_cent,somatomotor B,central ,L
90,91,17Networks_LH_SomMotB_Cent_8,17networks_lh_sommotb_cent,17networks_lh_sommotb_cent,somatomotor B,central ,L
91,92,17Networks_LH_SomMotB_S2_1,17networks_lh_sommotb_s2,17networks_lh_sommotb_s2,somatomotor B,S2,L
92,93,17Networks_LH_SomMotB_S2_2,17networks_lh_sommotb_s2,17networks_lh_sommotb_s2,somatomotor B,S2,L
93,94,17Networks_LH_SomMotB_S2_3,17networks_lh_sommotb_s2,17networks_lh_sommotb_s2,somatomotor B,S2,L
94,95,17Networks_LH_SomMotB_S2_4,17networks_lh_sommotb_s2,17networks_lh_sommotb_s2,somatomotor B,S2,L
95,96,17Networks_LH_SomMotB_S2_5,17networks_lh_sommotb_s2,17networks_lh_sommotb_s2,somatomotor B,S2,L
96,97,17Networks_LH_SomMotB_S2_6,17networks_lh_sommotb_s2,17networks_lh_sommotb_s2,somatomotor B,S2,L
97,98,17Networks_LH_SomMotB_S2_7,17networks_lh_sommotb_s2,17networks_lh_sommotb_s2,somatomotor B,S2,L
98,99,17Networks_LH_SomMotB_S2_8,17networks_lh_sommotb_s2,17networks_lh_sommotb_s2,somatomotor B,S2,L
99,100,17Networks_LH_SomMotB_S2_9,17networks_lh_sommotb_s2,17networks_lh_sommotb_s2,somatomotor B,S2,L
100,101,17Networks_LH_SomMotB_Ins_1,17networks_lh_sommotb_ins,17networks_lh_sommotb_ins,somatomotor B,insula,L
101,102,17Networks_LH_SomMotB_Aud_1,17networks_lh_sommotb_aud,17networks_lh_sommotb_aud,somatomotor B,auditory,L
102,103,17Networks_LH_SomMotB_Aud_2,17networks_lh_sommotb_aud,17networks_lh_sommotb_aud,somatomotor B,auditory,L
103,104,17Networks_LH_SomMotB_Aud_3,17networks_lh_sommotb_aud,17networks_lh_sommotb_aud,somatomotor B,auditory,L
104,105,17Networks_LH_SomMotB_Aud_4,17networks_lh_sommotb_aud,17networks_lh_sommotb_aud,somatomotor B,auditory,L
105,106,17Networks_LH_SomMotB_Aud_5,17networks_lh_sommotb_aud,17networks_lh_sommotb_aud,somatomotor B,auditory,L
106,107,17Networks_LH_SomMotB_Aud_6,17networks_lh_sommotb_aud,17networks_lh_sommotb_aud,somatomotor B,auditory,L
107,108,17Networks_LH_SomMotB_Aud_7,17networks_lh_sommotb_aud,17networks_lh_sommotb_aud,somatomotor B,auditory,L
108,109,17Networks_LH_SomMotB_Aud_8,17networks_lh_sommotb_aud,17networks_lh_sommotb_aud,somatomotor B,auditory,L
109,110,17Networks_LH_DorsAttnA_TempOcc_1,17networks_lh_dorsattna_tempocc,17networks_lh_dorsattna_tempocc,dorsal attention A,temporal occipital,L
110,111,17Networks_LH_DorsAttnA_TempOcc_2,17networks_lh_dorsattna_tempocc,17networks_lh_dorsattna_tempocc,dorsal attention A,temporal occipital,L
111,112,17Networks_LH_DorsAttnA_TempOcc_3,17networks_lh_dorsattna_tempocc,17networks_lh_dorsattna_tempocc,dorsal attention A,temporal occipital,L
112,113,17Networks_LH_DorsAttnA_TempOcc_4,17networks_lh_dorsattna_tempocc,17networks_lh_dorsattna_tempocc,dorsal attention A,temporal occipital,L
113,114,17Networks_LH_DorsAttnA_TempOcc_5,17networks_lh_dorsattna_tempocc,17networks_lh_dorsattna_tempocc,dorsal attention A,temporal occipital,L
114,115,17Networks_LH_DorsAttnA_TempOcc_6,17networks_lh_dorsattna_tempocc,17networks_lh_dorsattna_tempocc,dorsal attention A,temporal occipital,L
115,116,17Networks_LH_DorsAttnA_TempOcc_7,17networks_lh_dorsattna_tempocc,17networks_lh_dorsattna_tempocc,dorsal attention A,temporal occipital,L
116,117,17Networks_LH_DorsAttnA_ParOcc_1,17networks_lh_dorsattna_parocc,17networks_lh_dorsattna_parocc,dorsal attention A,parietal occipital,L
117,118,17Networks_LH_DorsAttnA_ParOcc_2,17networks_lh_dorsattna_parocc,17networks_lh_dorsattna_parocc,dorsal attention A,parietal occipital,L
118,119,17Networks_LH_DorsAttnA_ParOcc_3,17networks_lh_dorsattna_parocc,17networks_lh_dorsattna_parocc,dorsal attention A,parietal occipital,L
119,120,17Networks_LH_DorsAttnA_ParOcc_4,17networks_lh_dorsattna_parocc,17networks_lh_dorsattna_parocc,dorsal attention A,parietal occipital,L
120,121,17Networks_LH_DorsAttnA_SPL_1,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L
121,122,17Networks_LH_DorsAttnA_SPL_2,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L
122,123,17Networks_LH_DorsAttnA_SPL_3,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L
123,124,17Networks_LH_DorsAttnA_SPL_4,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L
124,125,17Networks_LH_DorsAttnA_SPL_5,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L
125,126,17Networks_LH_DorsAttnA_SPL_6,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L
126,127,17Networks_LH_DorsAttnA_SPL_7,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L
127,128,17Networks_LH_DorsAttnA_SPL_8,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L
128,129,17Networks_LH_DorsAttnA_SPL_9,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L
129,130,17Networks_LH_DorsAttnA_SPL_10,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L
130,131,17Networks_LH_DorsAttnB_TempOcc_1,17networks_lh_dorsattnb_tempocc,17networks_lh_dorsattnb_tempocc,dorsal attention B,temporal occipital,L
131,132,17Networks_LH_DorsAttnB_PostC_1,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L
132,133,17Networks_LH_DorsAttnB_PostC_2,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L
133,134,17Networks_LH_DorsAttnB_PostC_3,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L
134,135,17Networks_LH_DorsAttnB_PostC_4,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L
135,136,17Networks_LH_DorsAttnB_PostC_5,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L
136,137,17Networks_LH_DorsAttnB_PostC_6,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L
137,138,17Networks_LH_DorsAttnB_PostC_7,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L
138,139,17Networks_LH_DorsAttnB_PostC_8,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L
139,140,17Networks_LH_DorsAttnB_PostC_9,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L
140,141,17Networks_LH_DorsAttnB_PostC_10,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L
141,142,17Networks_LH_DorsAttnB_PostC_11,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L
142,143,17Networks_LH_DorsAttnB_PostC_12,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L
143,144,17Networks_LH_DorsAttnB_FEF_1,17networks_lh_dorsattnb_fef,17networks_lh_dorsattnb_fef,dorsal attention B,frontal eye fields,L
144,145,17Networks_LH_DorsAttnB_FEF_2,17networks_lh_dorsattnb_fef,17networks_lh_dorsattnb_fef,dorsal attention B,frontal eye fields,L
145,146,17Networks_LH_DorsAttnB_FEF_3,17networks_lh_dorsattnb_fef,17networks_lh_dorsattnb_fef,dorsal attention B,frontal eye fields,L
146,147,17Networks_LH_DorsAttnB_FEF_4,17networks_lh_dorsattnb_fef,17networks_lh_dorsattnb_fef,dorsal attention B,frontal eye fields,L
147,148,17Networks_LH_DorsAttnB_FEF_5,17networks_lh_dorsattnb_fef,17networks_lh_dorsattnb_fef,dorsal attention B,frontal eye fields,L
148,149,17Networks_LH_DorsAttnB_PrCv_1,17networks_lh_dorsattnb_prcv,17networks_lh_dorsattnb_prcv,dorsal attention B,precentral ventral,L
149,150,17Networks_LH_SalVentAttnA_ParOper_1,17networks_lh_salventattna_paroper,17networks_lh_salventattna_paroper,salience / ventral attention A,parietal operculum,L
150,151,17Networks_LH_SalVentAttnA_ParOper_2,17networks_lh_salventattna_paroper,17networks_lh_salventattna_paroper,salience / ventral attention A,parietal operculum,L
151,152,17Networks_LH_SalVentAttnA_ParOper_3,17networks_lh_salventattna_paroper,17networks_lh_salventattna_paroper,salience / ventral attention A,parietal operculum,L
152,153,17Networks_LH_SalVentAttnA_ParOper_4,17networks_lh_salventattna_paroper,17networks_lh_salventattna_paroper,salience / ventral attention A,parietal operculum,L
153,154,17Networks_LH_SalVentAttnA_FrOper_1,17networks_lh_salventattna_froper,17networks_lh_salventattna_froper,salience / ventral attention A,frontal operculum ,L
154,155,17Networks_LH_SalVentAttnA_FrOper_2,17networks_lh_salventattna_froper,17networks_lh_salventattna_froper,salience / ventral attention A,frontal operculum ,L
155,156,17Networks_LH_SalVentAttnA_FrOper_3,17networks_lh_salventattna_froper,17networks_lh_salventattna_froper,salience / ventral attention A,frontal operculum ,L
156,157,17Networks_LH_SalVentAttnA_FrOper_4,17networks_lh_salventattna_froper,17networks_lh_salventattna_froper,salience / ventral attention A,frontal operculum ,L
157,158,17Networks_LH_SalVentAttnA_Ins_1,17networks_lh_salventattna_ins,17networks_lh_salventattna_ins,salience / ventral attention A,insula,L
158,159,17Networks_LH_SalVentAttnA_Ins_2,17networks_lh_salventattna_ins,17networks_lh_salventattna_ins,salience / ventral attention A,insula,L
159,160,17Networks_LH_SalVentAttnA_Ins_3,17networks_lh_salventattna_ins,17networks_lh_salventattna_ins,salience / ventral attention A,insula,L
160,161,17Networks_LH_SalVentAttnA_Ins_4,17networks_lh_salventattna_ins,17networks_lh_salventattna_ins,salience / ventral attention A,insula,L
161,162,17Networks_LH_SalVentAttnA_ParMed_1,17networks_lh_salventattna_parmed,17networks_lh_salventattna_parmed,salience / ventral attention A,parietal medial,L
162,163,17Networks_LH_SalVentAttnA_ParMed_2,17networks_lh_salventattna_parmed,17networks_lh_salventattna_parmed,salience / ventral attention A,parietal medial,L
163,164,17Networks_LH_SalVentAttnA_ParMed_3,17networks_lh_salventattna_parmed,17networks_lh_salventattna_parmed,salience / ventral attention A,parietal medial,L
164,165,17Networks_LH_SalVentAttnA_ParMed_4,17networks_lh_salventattna_parmed,17networks_lh_salventattna_parmed,salience / ventral attention A,parietal medial,L
165,166,17Networks_LH_SalVentAttnA_ParMed_5,17networks_lh_salventattna_parmed,17networks_lh_salventattna_parmed,salience / ventral attention A,parietal medial,L
166,167,17Networks_LH_SalVentAttnA_ParMed_6,17networks_lh_salventattna_parmed,17networks_lh_salventattna_parmed,salience / ventral attention A,parietal medial,L
167,168,17Networks_LH_SalVentAttnA_FrMed_1,17networks_lh_salventattna_frmed,17networks_lh_salventattna_frmed,salience / ventral attention A,frontal medial,L
168,169,17Networks_LH_SalVentAttnA_FrMed_2,17networks_lh_salventattna_frmed,17networks_lh_salventattna_frmed,salience / ventral attention A,frontal medial,L
169,170,17Networks_LH_SalVentAttnA_FrMed_3,17networks_lh_salventattna_frmed,17networks_lh_salventattna_frmed,salience / ventral attention A,frontal medial,L
170,171,17Networks_LH_SalVentAttnA_FrMed_4,17networks_lh_salventattna_frmed,17networks_lh_salventattna_frmed,salience / ventral attention A,frontal medial,L
171,172,17Networks_LH_SalVentAttnA_FrMed_5,17networks_lh_salventattna_frmed,17networks_lh_salventattna_frmed,salience / ventral attention A,frontal medial,L
172,173,17Networks_LH_SalVentAttnA_FrMed_6,17networks_lh_salventattna_frmed,17networks_lh_salventattna_frmed,salience / ventral attention A,frontal medial,L
173,174,17Networks_LH_SalVentAttnB_IPL_1,17networks_lh_salventattnb_ipl,17networks_lh_salventattnb_ipl,salience / ventral attention B,inferior parietal lobule,L
174,175,17Networks_LH_SalVentAttnB_IPL_2,17networks_lh_salventattnb_ipl,17networks_lh_salventattnb_ipl,salience / ventral attention B,inferior parietal lobule,L
175,176,17Networks_LH_SalVentAttnB_PFCd_1,17networks_lh_salventattnb_pfcd,17networks_lh_salventattnb_pfcd,salience / ventral attention B,dorsal prefrontal cortex,L
176,177,17Networks_LH_SalVentAttnB_PFCl_1,17networks_lh_salventattnb_pfcl,17networks_lh_salventattnb_pfcl,salience / ventral attention B,lateral prefrontal cortex,L
177,178,17Networks_LH_SalVentAttnB_PFCl_2,17networks_lh_salventattnb_pfcl,17networks_lh_salventattnb_pfcl,salience / ventral attention B,lateral prefrontal cortex,L
178,179,17Networks_LH_SalVentAttnB_PFCl_3,17networks_lh_salventattnb_pfcl,17networks_lh_salventattnb_pfcl,salience / ventral attention B,lateral prefrontal cortex,L
179,180,17Networks_LH_SalVentAttnB_Ins_1,17networks_lh_salventattnb_ins,17networks_lh_salventattnb_ins,salience / ventral attention B,insula,L
180,181,17Networks_LH_SalVentAttnB_Ins_2,17networks_lh_salventattnb_ins,17networks_lh_salventattnb_ins,salience / ventral attention B,insula,L
181,182,17Networks_LH_SalVentAttnB_Ins_3,17networks_lh_salventattnb_ins,17networks_lh_salventattnb_ins,salience / ventral attention B,insula,L
182,183,17Networks_LH_SalVentAttnB_Ins_4,17networks_lh_salventattnb_ins,17networks_lh_salventattnb_ins,salience / ventral attention B,insula,L
183,184,17Networks_LH_SalVentAttnB_Ins_5,17networks_lh_salventattnb_ins,17networks_lh_salventattnb_ins,salience / ventral attention B,insula,L
184,185,17Networks_LH_SalVentAttnB_Ins_6,17networks_lh_salventattnb_ins,17networks_lh_salventattnb_ins,salience / ventral attention B,insula,L
185,186,17Networks_LH_SalVentAttnB_OFC_1,17networks_lh_salventattnb_ofc,17networks_lh_salventattnb_ofc,salience / ventral attention B,orbital frontal cortex,L
186,187,17Networks_LH_SalVentAttnB_PFCmp_1,17networks_lh_salventattnb_pfcmp,17networks_lh_salventattnb_pfcmp,salience / ventral attention B, medial posterior prefrontal cortex,L
187,188,17Networks_LH_SalVentAttnB_PFCmp_2,17networks_lh_salventattnb_pfcmp,17networks_lh_salventattnb_pfcmp,salience / ventral attention B, medial posterior prefrontal cortex,L
188,189,17Networks_LH_SalVentAttnB_PFCmp_3,17networks_lh_salventattnb_pfcmp,17networks_lh_salventattnb_pfcmp,salience / ventral attention B, medial posterior prefrontal cortex,L
189,190,17Networks_LH_SalVentAttnB_PFCmp_4,17networks_lh_salventattnb_pfcmp,17networks_lh_salventattnb_pfcmp,salience / ventral attention B, medial posterior prefrontal cortex,L
190,191,17Networks_LH_LimbicB_OFC_1,17networks_lh_limbicb_ofc,17networks_lh_limbicb_ofc,limbic B,orbital frontal cortex,L
191,192,17Networks_LH_LimbicB_OFC_2,17networks_lh_limbicb_ofc,17networks_lh_limbicb_ofc,limbic B,orbital frontal cortex,L
192,193,17Networks_LH_LimbicB_OFC_3,17networks_lh_limbicb_ofc,17networks_lh_limbicb_ofc,limbic B,orbital frontal cortex,L
193,194,17Networks_LH_LimbicB_OFC_4,17networks_lh_limbicb_ofc,17networks_lh_limbicb_ofc,limbic B,orbital frontal cortex,L
194,195,17Networks_LH_LimbicB_OFC_5,17networks_lh_limbicb_ofc,17networks_lh_limbicb_ofc,limbic B,orbital frontal cortex,L
